record_id,source_type,date,reference_id,description,net_amount,vat_amount,gross_amount,counterparty_ref,country,category,vat_code
REC-00535,purchase,2025-01-01,21304,"First Options Of Chicago, Inc. Base Rent Jul-2006 Lease/Rent Real Estate Store Management",88.14,17.63,105.77,VENDOR-2456,United Kingdom,purchases,SR
REC-00536,purchase,2025-01-20,22004,General Contractor Store Construction General Requirements Final Site Clean Up Nov2012 Engex Inc,0.25,0.0,14.46,VENDOR-2178,United Kingdom,purchases,ZR
REC-00537,purchase,2025-02-17,20264,Staff Party Entertainment,84.13,16.83,100.96,VENDOR-1791,United Kingdom,purchases,SR
REC-00538,purchase,2025-01-15,19168,Human Resources Corporate Services Benefits Retirement and Pension Funds 2018-Jul  Three Five Systems Inc,92.71,18.54,111.25,VENDOR-2559,United Kingdom,purchases,SR
REC-00539,purchase,2025-01-15,15873,Spa Vouchers - Client Gift,58.54,11.71,70.25,VENDOR-1513,United Kingdom,purchases,SR
REC-00540,purchase,2025-03-17,17822,Auto Leasing Corporate Services Butler Manufacturing Co 2005Mar Auto Leasing and Maintenance Other Corporate Services,4.48,0.9,5.38,VENDOR-1551,United Kingdom,purchases,SR
REC-00541,purchase,2025-03-31,20519,Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only) Butler Manufacturing Co 2001-Aug  Travel and Entertainment,72.63,0.0,72.63,VENDOR-1551,United Kingdom,purchases,ZR
REC-00542,purchase,2025-02-19,19042,Detection Systems Inc Contingent Labor/Temp Labor 2001-Nov  Contingent Labor/Temp Labor Human Resources Corporate Services,6.68,0.0,6.68,VENDOR-2011,United Kingdom,purchases,EXEMPT
REC-00543,purchase,2025-03-17,17155,2005Feb Akzo Nobel Nv Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only) Travel and Entertainment Ground Transportation,88.39,17.68,106.07,VENDOR-1066,United Kingdom,purchases,SR
REC-00544,purchase,2025-03-31,20163,Final Site Clean Up 2013-Jul  Store Construction Ealing Corp General Contractor General Requirements,4.42,-3.99,5.3,VENDOR-2116,United Kingdom,purchases,SR
REC-00545,purchase,2025-01-13,16408,Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only) Daly John J Dec2017 Travel and Entertainment,12.74,2.55,15.29,VENDOR-1944,United Kingdom,purchases,SR
REC-00546,purchase,2025-02-10,17843,"Other Agency SMAP Duke Energy Carolinas, Llc Mar2019 Agency Fees & Commissions 3 Production",20.64,4.13,24.77,VENDOR-2088,United Kingdom,purchases,SR
REC-00547,purchase,2025-02-05,18432,Production SMAP Artworking/Typesetting Prototype and Comp Production/Packaging Design Feb-2014 Legg Mason Wood Walker Inc                              /Bd,82.07,0.0,82.07,VENDOR-2458,United Kingdom,purchases,EXEMPT
REC-00548,purchase,2025-01-08,20729,Real Estate Lease/Rent Base Rent Baltimore Gas & Electric Co Nov2004 Store Management,47.51,9.5,57.01,VENDOR-1362,United Kingdom,purchases,SR
REC-00549,purchase,2025-03-10,17067,Lease/Rent Real Estate Mar2013 F&M National Corp Store Management Base Rent,68.53,13.71,82.24,VENDOR-2244,United Kingdom,purchases,SR
REC-00550,purchase,2025-02-08,18253,Butler Manufacturing Co 2019Jan Corporate Services Other Corporate Services Auto Leasing and Maintenance Auto Leasing,15.85,3.17,19.02,VENDOR-1551,United Kingdom,purchases,SR
REC-00551,purchase,2025-02-12,21403,Store Construction Store Fixtures Fixtures Store Fixtures 2000Apr Aluminum & Chemical Corp,32.28,6.46,38.74,VENDOR-1123,United Kingdom,purchases,SR
REC-00552,purchase,2025-01-14,15996,Auto Leasing Corporate Services Corning Inc /Ny May 2007 Auto Leasing and Maintenance Other Corporate Services,66.85,13.37,80.22,VENDOR-1883,United Kingdom,purchases,SR
REC-00553,purchase,,16361,Auto Fleet Repair and Maintenance May2003 Corporate Services Daly John J Other Corporate Services Auto Leasing and Maintenance,54.72,10.94,65.66,VENDOR-1944,United Kingdom,purchases,SR
REC-00554,purchase,2025-03-23,20662,Corporate Services Contingent Labor/Temp Labor Energetics Inc/De Human Resources Contingent Labor/Temp Labor 2009-Oct,82.18,0.0,82.18,VENDOR-2187,United Kingdom,purchases,ZR
REC-00555,purchase,2025-01-04,21820,Miscellaneous Printed Materials Printed Collateral Feb-2019 Texas American Resources Inc SMAP Miscellaneous Printed Materials,51.42,0.0,51.42,VENDOR-2554,United Kingdom,purchases,ZR
REC-00556,purchase,2025-01-21,19461,Travel and Entertainment Miscellaneous Company Car (Field Only) Cooper Laboratories Inc Stockholders Liquidating Trust Ground Transportation Miscellaneous Company Car (Field Only) Apr2017,GBPerr,13.35,80.11,VENDOR-1873,United Kingdom,purchases,SR
REC-00557,purchase,2025-01-27,16389,SMAP Magazines National Advertising Media Buy - Traditional Mar2008 Cubic Corp /De/,11.49,2.3,13.79,VENDOR-1929,United Kingdom,purchases,SR
REC-00558,purchase,2025-02-13,15521,Miscellaneous Company Car (Field Only) Travel and Entertainment Cooper Laboratories Inc Stockholders Liquidating Trust 2016-Jul  Miscellaneous Company Car (Field Only) Ground Transportation,6.03,0.0,6.03,VENDOR-1873,United Kingdom,purchases,EXEMPT
REC-00559,purchase,2025-02-21,21415,Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only) Fort Howard Corp 2003Jan Travel and Entertainment,62.68,0.0,62.68,VENDOR-2408,United Kingdom,purchases,ZR
REC-00560,purchase,2025-02-13,20062,Travel and Entertainment Miscellaneous Company Car (Field Only) Brother Industries Ltd/Adr/ Ground Transportation Miscellaneous Company Car (Field Only) 2002-Feb,70.18,14.04,84.22,VENDOR-1513,United Kingdom,purchases,SR
REC-00561,purchase,2025-01-08,21709,Corporate Box - Premier League,12.4,2.48,14.88,VENDOR-1342,United Kingdom,purchases,SR
REC-00562,purchase,2025-01-22,15830,Oakhill Sportswear Corp /Ny/ Final Site Clean Up May2006 General Requirements General Contractor Store Construction,90.12,18.02,108.14,VENDOR-1432,United Kingdom,purchases,SR
REC-00563,purchase,2025-03-17,15364,Electro Catheter Corp Prototype and Comp Production/Packaging Design Oct2015 Artworking/Typesetting Production SMAP,1.27,0.25,1.52,VENDOR-2160,United Kingdom,purchases,SR
REC-00564,purchase,2025-02-26,16768,Aquila Distributors Inc                                 /Bd 2001-Jun  SMAP Production Artworking/Typesetting Prototype and Comp Production/Packaging Design,35.57,7.11,42.68,VENDOR-2120,United Kingdom,purchases,SR
REC-00565,purchase,2025-02-27,20209,Travel and Entertainment Miscellaneous Company Car (Field Only) Ground Transportation Miscellaneous Company Car (Field Only) Jul 2002 Daly John J,762.87,0.0,762.87,VENDOR-1944,United Kingdom,purchases,ZR
REC-00566,purchase,2025-03-01,20492,Development Corp For Israel                             /Bd Auto Fleet Repair and Maintenance 2013-Nov  Auto Leasing and Maintenance Other Corporate Services Corporate Services,9.91,0.0,9.91,VENDOR-2018,United Kingdom,purchases,ZR
REC-00567,purchase,2025-03-10,20140,Travel and Entertainment Miscellaneous Company Car (Field Only) Alco Standard Corp Ground Transportation Miscellaneous Company Car (Field Only) 2017-Oct,93.24,18.65,111.89,VENDOR-1080,United Kingdom,purchases,SR
REC-00568,purchase,2025-01-06,21659,Ground Transportation Travel and Entertainment Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only) Dec-2018 Fort Howard Corp,42.47,0.0,42.47,VENDOR-2408,United Kingdom,purchases,EXEMPT
REC-00569,purchase,2025-02-03,20237,Travel and Entertainment Miscellaneous Company Car (Field Only) Ground Transportation Miscellaneous Company Car (Field Only) Dec-2007 Texas New Mexico Power Co,66.18,13.24,79.42,VENDOR-1802,United Kingdom,purchases,SR
REC-00570,purchase,2025-02-18,21877,May2008 Flowers Industries Inc Base Rent Lease/Rent Store Management Real Estate,48.38,0.0,48.38,VENDOR-2386,United Kingdom,purchases,ZR
REC-00571,purchase,2025-01-30,17328,Final Site Clean Up Jul-2007 Facility Construction Flightsafety International Inc General Contractor General Requirements,1.7,0.34,2.04,VENDOR-2478,United Kingdom,purchases,SR
REC-00572,purchase,2025-03-18,17581,Digital Display SMAP Reunion Resources Co Sep 2012 Digital/Social Production,77.52,15.5,106.96,VENDOR-1555,United Kingdom,purchases,SR
REC-00573,purchase,2025-02-13,21565,Client Hospitality Lunch,28.02,5.6,33.62,VENDOR-1613,United Kingdom,purchases,SR
REC-00574,purchase,2025-03-11,21165,Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only) Akzo Nobel Nv Oct 2006 Travel and Entertainment,74.85,0.0,74.85,VENDOR-1066,United Kingdom,purchases,EXEMPT
REC-00575,purchase,2025-03-18,17495,Corning Inc /Ny Auto Leasing Jan 2009 Auto Leasing and Maintenance Other Corporate Services Corporate Services,96.46,19.29,115.75,VENDOR-1883,United Kingdom,purchases,SR
REC-00576,purchase,2025-02-14,18123,Supply Chain Transportation Services Alabama Power Co Logistics Freight Forwarders Services Other 2004-Dec,22.41,0.0,22.41,VENDOR-1069,United Kingdom,purchases,ZR
REC-00577,purchase,2025-03-24,21729,Final Site Clean Up Store Construction Dravo Corp 2012Jul General Requirements General Contractor,48.73,9.75,58.48,VENDOR-2076,United Kingdom,purchases,SR
REC-00578,purchase,2025-02-21,17100,Miscellaneous Company Car (Field Only) 2001-Dec  Travel and Entertainment Fortune National Corp Ground Transportation Miscellaneous Company Car (Field Only),69.63,13.93,83.56,VENDOR-2513,United Kingdom,purchases,SR
REC-00579,purchase,2025-03-18,19339,Lease/Rent Real Estate Mar 2009 Allegheny Energy Inc Store Management Base Rent,61.59,12.32,73.91,VENDOR-1098,United Kingdom,purchases,SR
REC-00580,purchase,2025-01-31,20535,E-Messaging Media Buy SMAP Borns & Co 2008-Oct  Media Buy - Mobile or E-Mail Direct Digital Paid Media,5.21,1.04,6.25,VENDOR-1474,United Kingdom,purchases,SR
REC-00581,purchase,2025-02-14,15663,Auto Fleet Repair and Maintenance Sep-2002 Corporate Services Daly John J Other Corporate Services Auto Leasing and Maintenance,89.39,17.88,107.27,VENDOR-1944,United Kingdom,purchases,SR
REC-00582,purchase,2025-02-17,19893,Miscellaneous Company Car (Field Only) Oct-2006 Travel and Entertainment Cooper Laboratories Inc Stockholders Liquidating Trust Ground Transportation Miscellaneous Company Car (Field Only),13.33,0.0,13.33,VENDOR-1873,United Kingdom,purchases,ZR
REC-00583,purchase,2025-01-09,22019,Auto Leasing and Maintenance Other Corporate Services Jul2017 Corning Inc /Ny Corporate Services Auto Leasing,60.2,0.0,72.3,VENDOR-1883,United Kingdom,purchases,ZR
REC-00584,purchase,2025-02-05,21603,Client Golf Day,19.8,3.96,23.76,VENDOR-1857,United Kingdom,purchases,SR
REC-00585,purchase,2025-03-24,22576,Cascade Corp 2013Oct Store Management Real Estate Lease/Rent Base Rent,77.16,0.0,77.16,VENDOR-1623,United Kingdom,purchases,ZR
REC-00586,purchase,2025-02-26,16031,Base Rent Aug2005 Store Management Bailard Biehl & Kaiser Inc                              /Adv Real Estate Lease/Rent,36.59,7.32,43.91,VENDOR-1342,United Kingdom,purchases,SR
REC-00587,purchase,2025-01-16,22424,Store Construction Final Site Clean Up General Contractor General Requirements Mar2005 Westford Group Inc,45.09,9.02,54.11,VENDOR-1799,United Kingdom,purchases,SR
REC-00588,purchase,2025-01-30,20385,Base Rent Store Management Dillard Department Stores Inc 2013Feb Lease/Rent Real Estate,45.42,9.08,54.5,VENDOR-2036,United Kingdom,purchases,SR
REC-00589,purchase,2025-01-17,18604,Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only) Akzo Nobel Nv 2019-Oct  Travel and Entertainment,36.59,7.32,43.91,VENDOR-1066,United Kingdom,purchases,SR
REC-00590,purchase,2025-01-02,19726,Final Site Clean Up Facility Construction Evans Inc 2008Jan General Requirements General Contractor,29.47,5.89,35.36,,United Kingdom,purchases,SR
REC-00591,purchase,2025-03-25,15032,Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only) Allis Chalmers Corp 2014-Mar  Travel and Entertainment,68.92,0.0,68.92,,United Kingdom,purchases,ZR
REC-00592,purchase,2025-02-10,17715,Real Estate Lease/Rent Base Rent Atwood Oceanics Inc Apr-2000 Store Management,98.61,19.72,118.33,VENDOR-1311,United Kingdom,purchases,SR
REC-00593,purchase,2025-01-28,16759,2012Aug Metric Capital Corp                                     /Bd Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only) Travel and Entertainment Ground Transportation,63.3,12.66,75.96,VENDOR-2416,United Kingdom,purchases,SR
REC-00594,purchase,32/01/2025,17653,Ground Transportation Travel and Entertainment Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only) 2008Oct Akzo Nobel Nv,97.74,0.0,97.74,VENDOR-1066,United Kingdom,purchases,ZR
REC-00595,purchase,2025-01-01,16936,Christmas Party - All Staff,90.8,18.16,108.96,VENDOR-1151,United Kingdom,purchases,SR
REC-00596,purchase,2025-01-25,17103,General Requirements General Contractor Jan-2006 Allcity Insurance Co /Ny/ Store Construction Final Site Clean Up,74.42,0.0,74.42,VENDOR-1094,United Kingdom,purchases,ZR
REC-00597,purchase,2025-03-05,21046,Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only) Fortune National Corp May2002 Travel and Entertainment,27.18,5.44,32.62,VENDOR-2513,United Kingdom,purchases,SR
REC-00598,purchase,2025-02-26,17224,Miscellaneous Company Car (Field Only) Oct2002 Travel and Entertainment Metric Capital Corp                                     /Bd Ground Transportation Miscellaneous Company Car (Field Only),5.91,1.18,7.09,VENDOR-2416,United Kingdom,purchases,SR
REC-00599,purchase,2025-03-29,15055,Flanigans Enterprises Inc Contingent Labor/Temp Labor Nov-2004 Contingent Labor/Temp Labor Human Resources Corporate Services,54.69,10.94,65.63,VENDOR-1429,United Kingdom,purchases,SR
REC-00600,purchase,2025-02-25,18006,2002Jun Flightsafety International Inc Final Site Clean Up General Requirements Facility Construction General Contractor,83.84,0.0,83.84,,United Kingdom,purchases,EXEMPT
REC-DUP-0001,sale,2025-02-26,501320,RED 3 PIECE MINI DOTS CUTLERY SET,22.5,0.0,22.5,15123,United Kingdom,sales,EXEMPT
REC-DUP-0002,sale,2025-02-11,567511,ANTIQUE SILVER T-LIGHT GLASS,76.33,15.26,91.59,13094,United Kingdom,sales,SR
REC-DUP-0003,sale,2025-03-02,567165,JUMBO BAG VINTAGE LEAF,2.08,0.42,2.5,17841,United Kingdom,sales,SR
REC-DUP-0004,purchase,2025-03-17,21083,Bancwest Corp/Hi Base Rent Apr2003 Lease/Rent Real Estate Store Management,80.47,16.09,96.56,VENDOR-2333,United Kingdom,purchases,SR
REC-DUP-0005,sale,2025-02-12,547909,SET/5 RED RETROSPOT LID GLASS BOWLS,5.9,1.18,7.08,15033,United Kingdom,sales,SR
REC-DUP-0006,sale,2025-02-21,571266,TRELLIS COAT RACK,14.86,0.0,14.86,17769,United Kingdom,sales,ZR
REC-DUP-0007,purchase,2025-01-30,17413,American Pad & Paper Co 2010-Oct  Store Construction General Contractor General Requirements Final Site Clean Up,14.8,0.0,14.8,VENDOR-1191,United Kingdom,purchases,ZR
REC-DUP-0008,sale,2025-03-25,558116,CHOCOLATE THIS WAY METAL SIGN,4.14,0.83,4.97,UNKNOWN,United Kingdom,sales,SR
